Registro;Nombre;Fecha Registro;Empresa;Principio Activo;Control Legal
F-18319/20;STERYLDERME JABÓN LÍQUIDO SIN PERFUME 0,5%;8/10/2010;DIVERSEY INDUSTRIAL Y COMERCIAL CHILE LTDA.;TRICLOSAN;
H-733/20;STRAMONIUM COMPUESTO SOLUCIÓN ORAL PARA GOTAS;9/01/1989;KNOP LABORATORIOS S.A.;;
K-57/19;STROPHANTUS COMPUESTO SOLUCIÓN PARA GOTAS ORALES Nº 16;4/03/1993;ARAMA NATURAL PRODUCTS DISTRIBUIDORA LTDA.;;
H-791/20;SULFUR D6 COMPRIMIDOS;2/08/1988;KNOP LABORATORIOS S.A.;;
H-1186/19;SULFUR D6 GLÓBULOS;21/09/2009;LABORATORIOS BIOSPHARE S.A.;;
H-785/20;SULFUR YODATUM D6 COMPRIMIDOS;2/08/1988;KNOP LABORATORIOS S.A.;;
F-7782/21;SUPRACALM COMPRIMIDOS 1 g;25/05/2001;TECNOFARMA S.A.;PARACETAMOL;
K-11/20;SUPRADYN ACTIVE COMPRIMIDOS RECUBIERTOS;15/10/2000;BAYER S.A.;;
F-11679/21;T.R.O. SALES PARA REHIDRATACIÓN ORAL 60 mEq/L SODIO;16/01/1997;LABORATORIO VALMA SPA;DEXTROSA//POTASIO CLORURO//SODIO CITRATO//SODIO CLORURO;
F-6374/20;T.R.O. SALES PARA REHIDRATACIÓN ORAL 90 mEq/L SODIO;20/06/1985;LABORATORIO VALMA SPA;DEXTROSA//POTASIO CLORURO//SODIO CITRATO//SODIO CLORURO;
H-591/20;TABACUM COMPUESTO SOLUCIÓN ORAL PARA GOTAS;23/01/1989;KNOP LABORATORIOS S.A.;;
F-1204/18;TABLETAS ANTIÁCIDAS PASTEUR COMPRIMIDOS MASTICABLES 500 mg;3/11/1958;LABORATORIO PASTEUR S.A.;MAGNESIO HIDROXIDO;
F-2242/19;TABLETAS ANTIÁCIDAS PHILLIPS COMPRIMIDOS MASTICABLES;27/10/1975;ASPEN CHILE S.A.;ALUMINIO HIDROXIDO//CALCIO CARBONATO//MAGNESIO HIDROXIDO;
F-6366/20;TALCO MENTOLADO BORATADO;1/10/1982;LABORATORIO VALMA SPA;ACIDO BORICO//MENTOL;
F-9644/21;TALFLEX GEL TÓPICO 2,5 %.;14/11/2001;LABORATORIO BAGÓ DE CHILE S.A.;KETOPROFENO;
H-1013/21;TALKIK POLVO;28/11/1990;KNOP LABORATORIOS S.A.;;
F-25470/20;TAPSIN 1000 SC COMPRIMIDOS RECUBIERTOS 1 g (PARACETAMOL);11/06/2020;LABORATORIO MAVER S.A.;PARACETAMOL;
F-15213/20;TAPSIN COMPUESTO CON CLORFENAMINA MALEATO SABOR A MIEL-LIMÓN DE PICA POLVO PARA SOLUCIÓN ORAL EN SOBRES;14/11/2005;LABORATORIO MAVER S.A.;ACIDO ASCORBICO//CAFEINA//CLORFENAMINA//NOSCAPINA//PARACETAMOL;
F-12118/22;TAPSIN COMPUESTO DÍA PLUS POLVO PARA SOLUCIÓN ORAL, EN SOBRES;16/05/2002;LABORATORIO MAVER S.A.;ACIDO ASCORBICO//CAFEINA//NOSCAPINA//PARACETAMOL;
F-15355/20;TAPSIN COMPUESTO DN PLUS COMPRIMIDOS RECUBIERTOS;28/12/2005;LABORATORIO MAVER S.A.;ACIDO ASCORBICO//CAFEINA//CLORFENAMINA//NOSCAPINA//PARACETAMOL;
F-12119/22;TAPSIN COMPUESTO NOCHE PLUS POLVO PARA SOLUCIÓN ORAL, EN SOBRES;16/05/2002;LABORATORIO MAVER S.A.;ACIDO ASCORBICO//CAFEINA//CLORFENAMINA//NOSCAPINA//PARACETAMOL;
F-10458/21;TAPSIN COMPUESTO POLVO PARA SOLUCIÓN ORAL EN SOBRES;28/02/1995;LABORATORIO MAVER S.A.;ACIDO ASCORBICO//CAFEINA//NOSCAPINA//PARACETAMOL;
F-15210/20;TAPSIN COMPUESTO SABOR A MIEL-LIMÓN DE PICA POLVO PARA SOLUCIÓN ORAL EN SOBRES;14/11/2005;LABORATORIO MAVER S.A.;ACIDO ASCORBICO//CAFEINA//NOSCAPINA//PARACETAMOL;
F-2488/19;TAPSIN FORTE COMPRIMIDOS RECUBIERTOS;20/12/1999;LABORATORIO MAVER S.A.;CAFEINA//PARACETAMOL;
F-16129/22;TAPSIN PURO SIN CAFEÍNA COMPRIMIDOS 500 mg;31/05/2007;LABORATORIO MAVER S.A.;PARACETAMOL;
F-25654/20;TAPSIN SC POLVO PARA SOLUCIÓN ORAL EFERVESCENTE 1g (PARACETAMOL);24/08/2020;LABORATORIO MAVER S.A.;PARACETAMOL;
F-8574/21;TAPSIN SIN CAFEÍNA CON CLORFENAMINA NOCTURNO COMPRIMIDOS;29/08/2001;LABORATORIO MAVER S.A.;CLORFENAMINA//PARACETAMOL;
F-3818/20;TAPSIN SIN CAFEÍNA PEDIÁTRICO SOLUCIÓN ORAL PARA GOTAS;7/08/1986;LABORATORIO MAVER S.A.;Paracetamol;
F-10459/21;TAPSIN SIN CAFEÍNA PERÍODO MENSTRUAL COMPRIMIDOS;17/11/1996;LABORATORIO MAVER S.A.;MEPIRAMINA//PAMABRON//PARACETAMOL;
F-21716/20;TAPSIN-M COMPRIMIDOS RECUBIERTOS;2/03/2015;LABORATORIO MAVER S.A.;ACIDO ACETILSALICILICO//CAFEINA//PARACETAMOL;
H-752/20;TARAXACUM TM SOLUCIÓN ORAL PARA GOTAS;20/12/1988;KNOP LABORATORIOS S.A.;Taraxacum TM;
H-1095/18;TARTEPHEDREEL SOLUCIÓN ORAL PARA GOTAS;31/12/2003;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;
N-18/21;TÉ ADELGAZANTE SUPERIOR;21/03/1991;CAMBIASO HERMANOS S.A.C.;;
N-20/21;TÉ ANTIDIARREICO SUPERIOR;27/02/1991;CAMBIASO HERMANOS S.A.C.;;
N-27/21;TÉ DIURÉTICO SUPERIOR;22/03/1990;CAMBIASO HERMANOS S.A.C.;;
N-26/21;TÉ ESTOMACAL SUPERIOR;10/05/1990;CAMBIASO HERMANOS S.A.C.;;
N-19/21;TÉ GÁSTRICO SUPERIOR;27/02/1991;CAMBIASO HERMANOS S.A.C.;;
N-384/20;TÉ LAXANTE SOBRES PARA INFUSIÓN;2/07/1987;LABORATORIO VALMA SPA;;
N-25/21;TÉ PECTORAL SUPERIOR;27/08/1990;CAMBIASO HERMANOS S.A.C.;;
H-1248/19;TENSIES D6 COMPRIMIDOS;10/05/2019;KNOP LABORATORIOS S.A.;;
H-1246/19;TENSIES SOLUCIÓN PARA GOTAS ORALES;15/03/2019;KNOP LABORATORIOS S.A.;;
F-379/18;THROMBO ASS COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 100 mg;23/02/1998;BPH S.A.;ACIDO ACETILSALICILICO;
H-795/20;THUJA D6 COMPRIMIDOS;18/07/1988;KNOP LABORATORIOS S.A.;;
H-1226/21;THUJA GLOBULOS HOMEOPÁTICOS SIMPLES C200;2/08/2016;LAURA XIMENA POLANCO GONZÁLEZ;;
H-576/20;THUJA TINTURA MADRE, SOLUCIÓN ORAL PARA GOTAS;22/07/1988;KNOP LABORATORIOS S.A.;;
H-1220/20;THUJADERM UNGÜENTO TÓPICO 10%;31/08/2015;KNOP LABORATORIOS S.A.;;
N-385/20;TINTURA DE VALERIANA AL 20%;1/06/1982;LABORATORIO VALMA SPA;;
F-2637/19;TINTURA DE YODO 1%;27/12/1974;LABORATORIO VALMA SPA;IODO//POTASIO IODURO;
F-10828/21;TOCALM ADULTO JARABE 30 mg/5 mL;4/10/1994;LABORATORIOS PRATER S.A.;AMBROXOL;
F-10823/21;TOCALM PEDIÁTRICO JARABE 15 mg/5 mL;11/04/1994;LABORATORIOS PRATER S.A.;AMBROXOL;
F-15456/21;TOL TOTAL ACTIVE COMPRIMIDOS RECUBIERTOS;13/04/2006;LABORATORIOS SAVAL S.A.;ACIDO ASCORBICO//ACIDO FOLICO//BIOTINA//CALCIO FOSFATO//CALCIO FOSFATO//CALCIO FOSFATO//CALCIO FOSFATO//CIANOCOBALAMINA//COBRE GLUCONATO//COLECALCIFEROL//DEXPANTENOL//HIERRO SULFATO//MAGNESIO HIDROXIDO//MANGANESO SULFATO//NICOTINAMIDA//PIRIDOXINA//POTASIO IODURO//RETINOL//RIBOFLAVINA//SODIO SELENATO//TIAMINA//TOCOFEROL//ZINC SULFATO;
F-4031/20;TOLNAFTATO SOLUCIÓN TÓPICA 1%;23/07/1981;LABORATORIO CHILE S.A.;TOLNAFTATO;
F-1217/18;TÓNICO PASTEUR JARABE;20/05/1998;LABORATORIO PASTEUR S.A.;ACIDO ASCORBICO//CALCIO GLICEROFOSFATO//CALCIO HIPOFOSFITO//CIANOCOBALAMINA//ERGOCALCIFEROL//NICOTINAMIDA//PANTENOL//PIRIDOXINA//RETINOL//RIBOFLAVINA//SODIO HIPOFOSFITO//TIAMINA;
N-579/22;TOSHEDRA JARABE 35 mg/5mL N (HEDERA HELIX L./ EXTRACTO SECO DE HOJAS DESECADAS);16/05/2017;LABORATORIO HOSPIFARMA CHILE LTDA.;Extracto Seco De Hedera Helix L. (5-7.5:1);
N-627/21;TOSNATURE JARABE 35 mg/5 mL (EXTRACTO SECO DE HOJAS DE HEDERA HÉLIX L.);8/06/2021;VIVUNT PHARMA CHILE LIMITADA;"HEDERA HELIX L.(HIEDRA);EXTRACTO SECO DE HOJAS DESECADAS(5-7;5:1)";
H-729/20;TRAUMEEL S COMPRIMIDOS SUBLINGUALES;29/08/2000;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;
H-713/20;TRAUMEEL S POMADA;1/08/2000;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;
H-1091/22;TRAUMEEL SOLUCIÓN ORAL PARA GOTAS;20/11/2002;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;
F-12192/22;TRICLOSÁN JABÓN LÍQUIDO 0,5%;28/06/2002;ECOLAB S.A.;TRICLOSAN;
F-15398/21;TRICLOSÁN JABÓN LÍQUIDO 0,5%;23/03/2006;DIFEM LABORATORIOS S.A.;TRICLOSAN;
F-19554/22;TRIOFLU COMPRIMIDOS RECUBIERTOS;23/07/2012;LABORATORIOS SAVAL S.A.;CAFEINA//CLORFENAMINA//PARACETAMOL;
N-191/21;TRIQUE EXTRACTO FLUIDO SOLUCIÓN;2/08/1990;KNOP LABORATORIOS S.A.;;
F-8513/21;TURBOGESIC CREMA DÉRMICA 1%;19/08/1992;LABORATORIO CHILE S.A.;DICLOFENACO;
N-135/22;TURMERIK CÁPSULAS BLANDAS 420 mg;15/07/2002;KNOP LABORATORIOS S.A.;;
N-232/18;UNCADOL CÁPSULAS 300 mg;28/05/1997;KNOP LABORATORIOS S.A.;;
F-1430/18;UROKNOP POLVO EFERVESCENTE;16/03/1942;KNOP LABORATORIOS S.A.;COLECALCIFEROL//LITIO//UROTROPINA;
N-192/21;UVA URSI EXTRACTO FLUÍDO, SOLUCIÓN PARA GOTAS ORALES;2/04/1990;KNOP LABORATORIOS S.A.;;
N-8/21;UVANOX COMPRIMIDOS 50 mg;8/03/2001;KNOP LABORATORIOS S.A.;;
N-101/21;VALUPASS CÁPSULAS;10/06/1996;KNOP LABORATORIOS S.A.;;
F-7121/20;VAPORUB UNGÜENTO TÓPICO DE VICK;18/10/2000;PROCTER & GAMBLE CHILE LTDA.;ACEITE DE EUCALIPTUS//ACEITE DE NUEZ MOSCADA//ACEITE DE TREMENTINA//ALCANFOR//EXTRACTO CEDRO//MENTOL//TIMOL;
H-605/20;VARIPLANT SOLUCIÓN ORAL PARA GOTAS;21/03/1989;KNOP LABORATORIOS S.A.;;
K-66/20;VARIPLEX COMPRIMIDOS;23/02/1988;KNOP LABORATORIOS S.A.;;
F-10916/21;VASELINA ESTÉRIL ACEITE TÓPICO;13/12/1994;LABORATORIO SANDERSON S.A.;GLICEROL;
F-3693/20;VASELINA LÍQUIDA ESTÉRIL;29/04/1986;LABORATORIO BIOSANO S.A.;GLICEROL;
F-2652/19;VASELINA LÍQUIDA MEDICINAL;11/08/1978;LABORATORIO VALMA SPA;GLICEROL;
F-2284/19;VASELINA LÍQUIDA MEDICINAL;20/03/1979;LABORATORIO CHILE S.A.;GLICEROL;
F-7597/21;VASELINA LÍQUIDA ORAL;19/04/2001;DIFEM LABORATORIOS S.A.;GLICEROL;
F-21728/20;VATANAL CREMA TÓPICA RECTAL;27/02/2015;DROGUERÍA FARMOQUÍMICA DEL PACÍFICO LTDA.;ACEITE DE HIGADO DE BACALAO//CLOROCARVACROL;
F-21725/20;VATANAL SUPOSITORIOS;27/02/2015;DROGUERÍA FARMOQUÍMICA DEL PACÍFICO LTDA.;ACEITE DE HIGADO DE BACALAO//CLOROCARVACROL;
B-2719/18;VAXIGRIP TETRA SUSPENSIÓN INYECTABLE 0,5 mL (VACUNA INFLUENZA, VIRUS FRACCIONADOS INACTIVADOS);11/10/2018;SANOFI PASTEUR S.A.;;
N-509/18;VENALEX COMPRIMIDOS RECUBIERTOS 360 mg;1/07/2013;SANOFI-AVENTIS DE CHILE S.A.;;
F-15624/21;VERRUFILM SOLUCIÓN TÓPICA;21/07/2006;LABORATORIOS D & M PHARMA LTDA.;ACIDO LACTICO//ACIDO SALICILICO;
H-1218/20;VERTIGOHEEL COMPRIMIDOS SUBLINGUALES;18/03/2015;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;
H-1099/19;VERTIGOHEEL SOLUCIÓN ORAL PARA GOTAS;22/03/2004;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;
F-21476/19;VIBIEN SOLUCIÓN OFTÁLMICA 0,012% (NAFAZOLINA);22/10/2014;OPKO CHILE S.A.;NAFAZOLINA;
F-22542/21;VICLARO SOLUCIÓN OFTÁLMICA 0,012 % (NAFAZOLINA CLORHIDRATO);23/03/2016;OPKO CHILE S.A.;NAFAZOLINA;
B-2103/19;VINTIX CÁPSULAS 250 mg;11/09/2009;MEGALABS CHILE S.A.;;
B-2104/19;VINTIX POLVO PARA USO ORAL 250 mg, EN SOBRES;11/09/2009;MEGALABS CHILE S.A.;;
N-626/21;VIRUPLEXIN SOLUCIÓN PARA GOTAS ORALES 0,8 g/mL (EXTRACTO LIQUIDO DE RAÍCES DE PELARGONIUM SIDOIDES);12/05/2021;KNOP LABORATORIOS S.A.;EXTRACTO LIQUIDO DE RAICES DE PELARGONIUM SIDOIDES DC (1:8-10);
F-21477/19;VISCLEAR SOLUCIÓN OFTÁMICA 0,012% (NAFAZOLINA CLORHIDRATO);22/10/2014;OPKO CHILE S.A.;NAFAZOLINA CLORHIDRATO;
F-10591/21;VISINE SOLUCIÓN OFTÁLMICA 0,5 mg/mL (TETRIZOLINA CLORHIDRATO);30/03/1994;JOHNSON & JOHNSON PERSONAL CARE CHILE S.A.;TETRIZOLINA;
F-1830/19;VISIONAL SOLUCIÓN OFTÁLMICA 0,05%;8/06/1999;LABORATORIO MAVER S.A.;TETRIZOLINA;
F-7881/21;VISIVER SOLUCIÓN OFTÁLMICA 0,05%;24/07/2001;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;TETRIZOLINA;
F-6025/20;VITAMINA C COMPRIMIDOS EFERVECENTES 2.000 mg;8/01/1980;PROCTER & GAMBLE CHILE LTDA.;ACIDO ASCORBICO;
F-474/18;WINASORB JARABE 150 mg/5 mL;9/04/1998;LABORATORIOS LAFI LTDA.;PARACETAMOL;
F-16029/22;WINASORB JUNIOR COMPRIMIDOS MASTICABLES 160 mg;20/04/2007;LABORATORIOS LAFI LTDA.;PARACETAMOL;
F-2565/19;WINASORB SUPOSITORIOS 500 mg;9/07/1979;LABORATORIOS LAFI LTDA.;PARACETAMOL;
F-737/18;WINASORB UP CÁPSULAS BLANDAS;4/09/1998;LABORATORIOS LAFI LTDA.;CAFEINA//PARACETAMOL;
F-13659/19;WINASORB UP FORTE CÁPSULAS BLANDAS;14/04/2004;LABORATORIOS LAFI LTDA.;CAFEINA//PARACETAMOL;
F-17537/19;XUMADOL COMPRIMIDOS 1 g;18/05/2009;ITF - LABOMED FARMACÉUTICA LTDA.;PARACETAMOL;
F-13536/19;XUMADOL GRANULADO EFERVESCENTE 1 g, EN SOBRES (PARACETAMOL);22/03/2004;ITF - LABOMED FARMACÉUTICA LTDA.;PARACETAMOL;
